channel_id	name	weight
UCSUyajSl8NgS-6l0Wv8JaaQ	Brittani Louise Taylor	7
UCzDIsPJjO0K5P00jG8JjlRg	BuckHollywood	6
UC6mf3GrX8PL2pyiFK43LWWg	Shanna Malcolm	5
UCXH3RLvIK4bYsq949EHQhpA	Alphacat	3
UCK5YnMYmiU_i6cF8plPlTBQ	Taryn Southern	4
UCHNS1XG_AIH8tUsIQKREBGw	TotallySketch	9
UC4Hu5C7A8m6iMU0czEuzklA	jasonhorton	10
UCJMemx7yz_1QwXjHG_rXRhg	MrCreepyPasta	14
UCVJK2AT3ea5RTXNRjX_kz8A	Tobuscus	4
UC3UECavcpHnR7U_wUOtHd3A	Jimmy Wong	3
UCw1UfxJnp1HVvh_QzSbGkog	Meghan Tonjes	5
UC1QLW3I7Y6XJJ7wGm3dCyLQ	IamCyr	3
UCTUOC1C0hZtFzrhXWUrkqIg	Scarlett Rose Turner	2
UCIr316Ywijebn_Nz0You8JQ	360BlackBoxTV	1
UCCTOffhuz1tyJuyAVUaxZJA	wendymccolm	4
UCJ7LKwgheOe8OHD5YWnlPUg	What's Trending	2
UCvirS-T7QzXJcO3F61oUogA	MAZ	2
UC8r7C0SjzQA6ROalZQxaIyQ	New Form	2
UCqIqRzEge-Qvt4Iglx-uKdQ	Jen Smith	9
UC6bA7BuUmGKPIS3wW2voNxg	DownRangeGaming	4
UC9JgYaC76Q_eSgYM01S5J_w	NylahKitty	3
UCOSMYm1yZ7LIHwERXphGAYw	DashieXP	8
UCMgQwzHQrefJYo5GTIvhV0w	howtoPRANKitup	5
UCt54Hzhj7RpCWOYpoFJLKAQ	steveo	5
UCnOVVuoLJ_1YY8A0V802wHA	RomanAtwood	7
UCYjk_zY-iYR8YNfJmuzd70A	Epic Meal Time	10
UCQohNQqdNBYuDRTwKHhTkKQ	peterchao	6
UCxOGHW-aqciBe5Wjq8ltzOg	Ownage Pranks	6
UCZaY_saV156PW3g4bmD8i7g	aplfisher	4
UCzRrheyUCB_qUrrfQ_sEG-Q	Hutch	4
UCqg2eLFNUu3QN3dttNeOWkw	iHasCupquake	15
UCv9isdvu5C5Pl1ee19WI4pw	GassyMexican	13
UC0KKGJKOJl8N0m-ymVbzmrw	Diction	10
UCvPW1W4WlpTgNezZzwIstLA	Daithi De Nogla	19
UCcWl6q7rcJ9WoF_Kwmxg23A	Lui Calibre	14
UCbgtuRStKI_5ACSjubSTUPA	BasicallyIDoWrk	14
UC-kOXc3gBwksVfmndSEz7jg	I AM WILDCAT	16
UCClNRixXlagwAd--5MwJKCw	H2ODelirious	15
UCN474WQPkqqhUbxhkXKieQw	Robbaz	13
UCJQcOj0yUAef9Wq6wE7OWVA	Moo	14
UCQiojTHkAvFvdCSajklqUXA	Terroriser	10
UCO5KTtyzcJK2R4VUhsCVYUQ	ChilledChaos	12
UCHroTZTdUNXeZOWypt4Akvw	Tomato Gaming	13
UCURh19hEVawK-H0Wl7KnR5Q	Ohmwrecker / Maskedgamer	6
UCQCnMFr8uHBaMTaNBhych_A	Mini Ladd	18
UCpFcHE36IoySjYj1Rytxyog	TheWarOwl	4
UCL7DDQWP6x7wy0O6L5ZIgxg	2ndJerma	3
UCnsEhLNp2-rjWo6CHgBFoMQ	Criken2	9
UCyZVCV9xhrCyz4hPehvb4Wg	Internet Today	1
UC9sB2csE8cmQGMZtRqUf10w	Cathy Diep	1
UCBuUcCOdP9yG2y-s3Gfz_MA	Cathy Diep	2
UC5Z_nQRTlYKW07QkrMezU2g	Juicetra	5
UCOt0tUQsNiIWIbwO9W-z7-A	GoldGloveTV	4
UCy20p1JAXEBqWGmMmSRRTgg	ZeRoyalViking	14
UCaM1BKUtMJSQ8VjAvt6fkqg	RitzPlays	6
UCDeli5gVzZh6Lt_fyw_Xrjw	tejbz	7
UCHEf6T_gVq4tlW5i91ESiWg	REACT	6
UCxqV2u6alqV9QDzQsOwbiog	FBE2	5
UCjjKKs5-Ll-ThIWNf84I2FQ	It's The TruStory	2
UC32rGcLoOrmjZD3RSwzHuRw	BostonTom	7
UCtOHkTxCwPWkdkTckp1-jlw	sheila curiel	3
UC7zcVw0m8A9pFBPw-K9SsDA	Teens Just Dance	6
UC3ltLKLs41EqjXPMON9qSkQ	Labib Yasir	7
UC6ePwIAVzpvlY_9x8mb1Z9A	Eric Beckerman	6
UCYiXt4HxbTJyKQBgosJLC7A	Jeannie Elise Mai	3
UC55nvT-3M4vJseJ7Ac4ai5w	Brando Commando!	4
UCj8IEH-pSJU8_xEN31K5nKw	fourzer0seven	11
UC1o9zvRwIqP_K5ByWs-EVwA	BigJigglyPanda	9
UCL5cKvlhIADj_JYNps1OUZA	Nat Geo Kids AD \xd9\x86\xd8\xa7\xd8\xb4\xd9\x88\xd9\x86\xd8\xa7\xd9\x84 \xd8\xac\xd9\x8a\xd9\x88\xd8\xba\xd8\xb1\xd8\xa7\xd9\x81\xd9\x8a\xd9\x83 \xd9\x83\xd9\x8a\xd8\xaf\xd8\xb2 \xd8\xa3\xd8\xa8\xd9\x88\xd8\xb8\xd8\xa8\xd9\x8a	2
UCE0zCDqWLw1-RdDgw4gDwsQ	Nat Geo Kids Latinoam\xc3\xa9rica	2
UCYHPDII9XuPNBpTUxLpRK_g	Nature Newsteam	1
UCUtBRzsDvTeIPyyJrhXM07Q	Nature Arabic	3
UCIbD6EDPsFkZFQXVfikRdlQ	Springer Nature	2
UCZFVVbHijTJZGBf9DwiuRUQ	hzbKanal	1
UCE2hJ9CYR57BYhk3TjGVG6w	Breaking Lab	5
UCHiZFOa_ZrLwYmxbTaUaKEA	Gross Science	10
UCj1gfrsi8H8zTrmR0ft1Kjw	What The Physics?!	1
UCyKaaVFqQEqdEu0OheOUwJA	WGBH Music	3
UC5zrlRzhT_cFI9zT6uQSijg	AmericanExperiencePBS	3
UCdnJJ2_mzqHwKIX_SmCVHTA	Antiques Roadshow PBS	4
UCgyeJxD05YnoDquRMNBfBqw	PBS	15
UCgzD7Qo3ea6fer_QdtBVJng	World Science U	1
UCo8Qc9-Zl9IJEUB2CpxLNzA	CharlieMillesManson	2
UCi5XkLSmBXYCc-rJulaXEgg	FatHawaiianMan	2
UCzQUP1qoWDoEbmsQxvdjxgQ	PowerfulJRE	3
UC7Q4rvzJDbHeBHYk5rnvZeA	The Humanist Report	5
UCvixJtaXuNdMPUGdOPcY8Ag	David Pakman Show	9
UCjNxszyFPasDdRoD9J6X-sw	Amazing Atheist	8
UCuMo0RRtnNDuMB8DV5stEag	Rebel HQ	3
UCbjBOso0vpWgDht9dPIVwhQ	Thom Hartmann Program	5
UC-3jIAlnQmbbVMV6gR7K8aQ	The Majority Report w/ Sam Seder	17
UCYWIEbibRcZav6xMLo9qWWw	The Ring of Fire	4
UCn8zNIfYAQNdrFRrr8oibKw	VICE	22
UCZaT_X_mc0BI-djXOlfhqWQ	VICE News	19
UCo9oQdIk1MfcnzypG3UnURA	The Rational National	3
UCVOpH1nJioh1d7UgTnZ98kg	The Progressive Voice	2
UC554eY5jNUfDq3yDOJYirOQ	Destiny	1
UCFAQyZq0NqfCwVkRQoXpx0A	MCSC Network W/ Niko House	2
UCIozLvxEM3CwkhC8B9pGD9Q	Jamarl Thomas	3
UCjRXO-HSl5XpuF-cWvtMV_g	TBTV	4
UCCGvq-qmjFmmMD4e-PLQqGg	The Cold War	1
UCUovg_6zJZM5J9H1G7bTIcQ	Malay Archer	6
UCKMnl27hDMKvch--noWe5CA	- Cogito -	7
UCxKw_SuEJYD4r796Rs8wpQg	KJ Vids	1
UCO-NZoGEzCE5klWUCZVDuWQ	Foreign Chronicles	3
UCsog79tfkmgCbQQB_n23Xog	Epic History TV en Espa\xc3\xb1ol	1
UCUcyEsEjhPEDf69RRVhRh4A	The Great War	5
UCwO-UgquohXwoe7f0e6lMnw	Invicta	3
UC510QYlOlKNyhy_zdQxnGYw	Simple History	4
UCT4layPPCzgR_99g5VYYvmQ	Military Archive	9
UC8MX9ECowgDMTOnFTE8EUJw	HistoryMarche	2
UC1VriYfbJSm2XT0fDW6-Zdw	SchiffGold - Peter Schiff's Gold Company	1
UCC3L8QaxqEGUiBC252GHy3w	Stefan Molyneux	1
UCsgWR55UyAiFarZYl1u1l9Q	TomWoodsTV	1
UCCZVmatSqIMTTB8uExk8xEg	London Real	7
UCThv5tYUVaG4ZPA3p6EXZbQ	GoldSilver (w/ Mike Maloney)	3
UCyhEZKz-LOwgktptEOh6_Iw	The Andrew Klavan Show	1
UCwW_vaMPlq8J4weKDsfeJzw	Bearing	8
UCDc_MCu3ZstNXmAqqT36SNA	SugarTits	6
UCLUrVTVTA3PnUFpYvpfMcpg	Lauren Chen	4
UCaEgjV59fLXgnN5BJdLsD3Q	Liberty Doll	1
UCKw8kdkYfmuNSVehGoDw8Mg	TYT's The Conversation	13
UCPahzXZvF8f5bRJ5TNvZS8w	TYT Sports	15
UCIAXaU6LIcZyoHYWqVLM4wg	TYT Nation	11
UC17knbFWwBQOSaLCiTO_5jw	Acronym TV	10
UCwFnxeT6z_ZO-fG2zGubPLw	Ron Placone	13
UC7kaw8NXcqb7jdRsRIHaswQ	The Fowler Show	9
UC_tkppmH9q7WYNKtnMQOJLQ	We Act Radio	12
UCcnNWp-tx3-FaCWV4pMFTAg	The Zero Hour with RJ Eskow	14
UCy1UzIJf_Dog0vzLJUPLXHA	Brave New Films	9
UC06JnFeyjkGQWivm8I0slRw	TYT Network	11
UC6cMYsKMx6XicFcFm7mTsmA	Sargon of Akkad Live	1
UC29B12H7y1Iydv_HsSP0akQ	MicroTechTutorials	1
UCF3q1J1nf4dxdc8A1JMMnPg	drcoolsex	6
UCTvYbgKOFs7UiIFCy46AoDA	Amber Ettinger	1
UCsZ2Q0eO6SNnvHwdmEOiHaw	GadgetGirlShow	4
UC5K187INgDEcVdMxI1TSAFw	Lana Gautier	1
UCUYRMtLP2eo1UMoNgcBIP-w	ThreadBangerStyle	2
UChHcEXOe3miWp3x50xtIwFw	HungryNation	7
UCLBd1Xax2XZLjS-VbmBuSJQ	overkranked	1
UC4W7m1U5PZGsbX_YVBLKUZQ	My Damn Channel	8
UC93DEJOBeet3XXZlJy2uJuA	Young Hollywood	10
UCYRNrmbc_V92bLAGMt28RuA	Lauren & Dennis	2
UC7AB80x51RwhxZpJmIUQiZQ	SecretLifeofLauren	2
UC1pree_tURLw1vW7BOQi28w	Lauren	2
UC7fUUfXxq8i-lwX_ED1Ajcg	Def Churras	11
UC1jm99nowPK_Lzcd4PKK7Kw	Walter Masterson	2
UCqkEG4uT1kn6B3zcMimqcXw	AlThompsonInc	4
UC-I8kH9lJp03wJe7k-0Lbgw	Aaron Michael King	3
UCxeEIoq3B-Yz18PcOYeQzuQ	Super Oleg Videos	4
UCguNAJf9XDShvf8RDRt7gjw	ExtremeCostumes	2
UCvfjriBh19Ddej0thncagUA	FastLaneDaily	3
UCfnuJv9BtpcuXULNAfyEVTw	Hillside Media	8
UCE_Ii7Nv91y9huA3w37sPxQ	waxandherbalt	2
UCTpIgwqnsxRcAPKzCvPcjbQ	DaveReinholdTV	5
UCNGSLqZab4TkgY8cnJQxgtA	psyfile	3
UCIThl1QA8ICaoYT630pn4IA	PhilosophyFile	3
UC-YO7JkqlrBsgMGiAlqQ7Tg	wordsoftheworld	6
UCgC4Nn0rqqdeqACnzaIMo_Q	The Slow Mo Guys 2	1
UC2DjFE7Xf11URZqWBigcVOQ	EEVblog	13
UC966ccV08PVAmZRhcC0SU8Q	bionerd23	2
UCKLIIdKEpjAnn8E76KP7sQg	mrpete222	5
UClTpDNIOtgfRkyT-AFGNWVw	Jeri Ellsworth	7
UCckETVOT59aYw80B36aP9vw	Matthias Wandel	7
UCM09oeJcaGmqzRWd8Pw4CVw	Jeri Ellsworth	2
UCSY6p1ZwMs0lW2XP7Zc7k9g	RimstarOrg	16
UCabaQPYxxKepWUsEVQMT4Kw	Healthcare Triage	9
UCosnWgi3eorc1klEQ8pIgJQ	Afrotechmods	6
UCiikqsFCXlqh4lPxHvoDEJw	RODALCO2007	12
UCMdOWi6nBZJ3Q0tHNQIOUVA	tesla500	4
UCtVVH0b-Xl5O_JeE9LM7HMQ	Makerj101	5
UC6GeDu1HXL3hMwPndpAhhWg	BenNBuilds	1
UCEZx2rPrLs1a00Vb_anuicw	Paul Barbato	1
UCbdSYaPD-lr1kW27UJuk8Pw	QuantumFracture	10
UCDbdpVSfdIPvCcrnwUBCtQA	Tippe Top Physics	2
UC52hytXteCKmuOzMViTK8_w	CdeCiencia	7
UCzdbnf-pIJh-Qp6fdSb5ezw	collectivecadenza	1
UCrqBVoZ9NyC7-eMwtf35rWg	Michael Aranda	3
UCwTZ-JLF5FQ3EmQ2nPaS-lg	Thought Caf\xc3\xa9	2
UCrMePiHCWG4Vwqv3t7W9EFg	SciShow Space	7
UCmQThz1OLYt8mb2PU540LOA	The Art Assignment	11
UCkxMlA7rt-mnIc1AjbyAsPw	sexplanations	8
UCFqaprvZ2K5JOULCvr18NTQ	How to Adult	4
UC1Nj4gkoi_n5eCcrKCVOXKA	AnimalWonders Montana	5
UCLBvNztuX67n_hU3M4twdFw	Myke Hurley	1
UC3EWaB0SusKlnTouzSyZyWw	Sciencium ES	1
UCEozHN2uoprBmM2LSDDS7ew	hankgames	3
UC1RVRAdiSH4qxjBgxm_plng	100days	2
UCUdettijNYvLAm4AixZv4RA	SciShow Psych	7
UCRFIPG2u1DxKLNuE3y2SjHA	SciShow Kids	4
UCjkUQ-_fGADyBYrIWviibmg	Nature League	2
UCzR-rom72PHN9Zg7RML9EbA	PBS Eons	5
UCOiYCGQWffmosWFxwAm7ABw	Careers and Personal Finance by Khan Academy	1
UCN3W411iNFHkVXUun4vp10w	Khan Academy LSAT	1
UCb6Pzsn8oIFv1N8eGem570A	Khan Academy SAT	1
UCU0kWLAbhVGxXarmE3b8rHg	Khan Academy India	1
UCXj2oSzwg6G0iBjKg33joMQ	Khan Academy Brasil	3
UCGQO3uUEXBLwDjNSlWFVMVQ	KhanAcademyEspa\xc3\xb1ol	2
UC7DdEm33SyaTDtWYGO2CwdA	Physics Girl	17
UClIZqOLqUCro7bKztUjYCNA	The Psych Show	3
UCerL4WZxy37tdPyDt2x3zMA	Trace Dominguez	2
UC3KEoMzNz8eYnwBC34RaKCQ	Simone Giertz	12
UC1H1NWNTG2Xi3pt85ykVSHA	everydAI	1
UC52kszkc08-acFOuogFl5jw	Tibees	4
UC7_gcs09iThXybpVgjHZ_7g	PBS Space Time	13
UCBl_krGIHcq__AZC0y7tjCQ	Vanessa Hill	1
UC9nw1ojNmCsW9McgUYuk93w	Science Magic Show	3
UC-3SbfTPJsL8fJAPKiVqBLg	Deep Look	15
UCpJmBQ8iNHXeQ7jQWDyGe3A	Life Noggin	6
UCsooa4yRKGN_zEE8iknghZA	TED-Ed	9
UCzBYOHyEEzlkRdDOSobbpvw	Kati Morton	6
UCANa7EO3GwG7fzEMO-fVRWQ	MeisjeDjamila	1
UCLi8qtd3QLvXCZLyobiodiw	Micaela \xe3\x83\x9f\xe3\x82\xab\xe3\x82\xa8\xe3\x83\xa9	5
UCbAu-YXm8tGHJGuASiF_Yig	Gabriel Harmsen	4
UCtviQCw5W7mtTnoaj1SWz9w	daniquelovesmusic	2
UCyWISj7uno1iz9TvuH-2fHg	Destination Creation	1
UCxCfamzzu7zD4yNkCxag_RQ	Kipkay en Espa\xc3\xb1ol	3
UCI4I6ldZ0jWe7vXpUVeVcpg	Household Hacker	13
UC0J6JrZZkSWgGclGlDIv_Mw	SAMIMY	3
UCeKQtcyicjg7UPz2emB0K5A	matttchapman	7
UCBANOZH2Q0doN89S24VfVqQ	3BricksHigher	3
UCQ42pIYanZh5rlAM8JQqVaw	TomboysTv	3
UCi-5OZ2tYuwMLIcEyOsbdRA	Annoying Orange	14
UC7tHXQXWImq_0I3PCQ8Udaw	Annoying Orange Gaming	7
UCV_nOXaNjfVViN-NI1nb1Ig	MrFixItDIY	4
UCZ18GNLRBNeq6Lh33Jk3e1g	bobjenz	7
UCh5XSbwOuVMVKA9QdXwdNJQ	kevinbrueck	5
UCDsO-0Yo5zpJk575nKXgMVA	RocketJump	11
UCEL5p5IYp4WmVrL49EMfGEw	Marshmallow	6
UCRd9JHiQvqwT8O4d0QGI9jQ	Scam Nation	8
UCFtc3XdXgLFwhlDajMGK69w	NightHawkInLight	16
UC4hSMRoJQit1eu8nhlM-7rQ	SonicDadDotCom	6
UCDom90xOqP4avehFjSJO6NA	Sick Science!	3
UCIgKGGJkt1MrNmhq3vRibYA	NurdRage	10
UCZM2vsQp6xH1qmDCp8Ucwzg	romanursuhack	3
UCu6mSoMNzHQiBIOCkHUa2Aw	Cody'sLab	9
UC-AAk4vhWHPzR-cV4o5tLRg	Mass Effect	7
UCVXIl8kDnBLlpbpukSZyluw	TGN	5
UCbFGOWie3TRISnvTqLlvFHQ	MassEffectIGN	2
UCFiHjGyrJux8Rt4e6mUPU-w	CVG	10
UCSVv3TMby4KxNOVT1lYy9oA	TetraNinja	3
UCKgv4r1MTAR18ImSrX-qI2g	Gyu	2
UCqtE0LPHozCquWv0ciRuK5w	slancinema	2
UC7P7xHvI1izHn8kcbHMcTpA	DarioMocciaChannel	5
UCuLRo7dNRTkYomCh2DT3XUg	gumitien	5
UClcyjM5HDLZKgBYICIKWjSw	Fabrizio Oggiano (zizzomagic)	5
UCnrhy622SNPt04Avj5idFIg	Parole de chat	2
UCkM749XptnTzVTqK-gV2Dyg	Les parodies artificielles	2
UCpprBWvibvmOlI8yJOEAAjA	Cooking with Dog	7
UClLV6D8S4CrVJL64-aQvwTw	HIKAKIN	12
UCe_vXdMrHHseZ_esYUskSBw	CrazyRussianHacker	9
UCgFM_SE3g27lgIhds16a_oA	\xe3\x83\x8f\xe3\x82\xb2\xe3\x81\xae\xe3\x81\xb8\xe3\x81\x9f\xe3\x81\x8f\xe3\x81\x9d\xe6\x96\x99\xe7\x90\x86runnyrunny999	5
UCB6-vB9K8EKwAEixbGhHs6g	rootberry	4
UCMDbFO82TQOs_MeIqQbzLgQ	helpmefindparents	3
UCPV4BsRMseQ23RKy73uplyw	Mismag822 - The Card Trick Teacher	8
UC5Ure7omY1nU5bozq7qVAww	Gimmeabreakman	13
UC7n73vu-1C-R_f_wfqm6xDg	MULLY	7
UCJzijS8Zq5zD-ONflJJav-Q	Comical REINA	6
UC6Je3-ZV_x38NqQAxKiCCyQ	TabiEats	9
UCiiMq8hhO1ketN7ZqJ5qzdg	Riken Magic	2
UC9KEmN8IdC2lQ-3GFVLK-7g	Cyr	4
UC0e3ennzBrYFoeTdlgAMgIg	KEEP THE HEAT	6
UCKPooXPEDqCYIUFpc46bNBg	Chris Thompson	3
UCnN-9SQdnxW7jAcV-TU_gJw	jonli702	8
UCLat8CECTXsvUTsclmDdFGw	SMPFilms	2
UCLei0fGvnpNu5kK3Kwgn5UA	TheNewYorkBadAss	2
UCcrPisqc5p3GtFswP_Vt40A	Ryan Narciso	3
UChUNKCrpi51nvUb3HeMvP1w	helenamariamusic	3
UCVuiOwQNfnuV9ozs-53gWoQ	Reuben Morley	1
UCZH4EVUqljV-zkZEd0Ot7EQ	Madilyn Bailey	4
UCqo5ypBQ6S1vpDgtf9ePKjQ	Tracie Mattox Music	3
UCs8LjV9ZOnhuI89R7jGz6jQ	Juliet Weybret	3
UCQA4YGJSN_eeTQCuzz0GHAA	Brym Productions	1
UCSNHUtMubcbzI-wAt5a3_FQ	LisaMurray	3
UCA_3HNWAMqmbKqq0QSwg2Og	Jill Hanner	3
UCnguxJH-5DJO_YJ13DqRDlQ	Bridget O'Neill	4
UCmhPUWvs_C-zJCnTVXrn5fA	LisaNova	4
UCSBqoJfG3s8GIpujvVTalyA	The STATION by MAKER	3
UCUMyZ3GFwAPkEuai3zR3rxg	AndreasChoice	12
UCiaL_7OwXp47jrv4uACO_3w	hiimrawn	7
UCA-o8QDK3AxR2H9U3bcyZwg	MIYA	4
UCzOEJREOXANNXcFf2OP8hZg	Kassem G	14
UC77WzpPRrYr0W5oeFjVIqwQ	shaycarl	16
UC2_ZUXs5oDv9Crj3f72j9Yw	Nice Peter	12
UC1IQIspOkCeV3WnYm32SBFQ	This Is	1
UCBJycsmduvYEL83R_U4JriQ	Marques Brownlee	8
UCDlQwv99CovKafGvxyaiNDA	Jonathan Morrison	8
UCsTcErHg8oDvUnTzoqsYeNw	Unbox Therapy	10
UCXuqSBlHAE6Xw-yeJA0Tunw	Linus Tech Tips	7
UC9fSZHEh6XsRpX-xJc6lT3A	UrAvgConsumer	5
UC6CqqNDwqiA99yJM1rgWKBw	OlgaKay2	4
UCcHCRW5oHVWn0JuMQgWh8QQ	OlgaKayGames	4
UCkK1yWDjQorMCpLXln01ZNg	MooshVille	4
UC90lcCeyjOhvMfMafn151LA	MooshWalks	3
UCLtREJY21xRfCuEKvdki1Kw	H3 Podcast	3
UCZZHPXsg6LopvdOKF7qM6cQ	H3 Podcast Highlights	3
UC7pp40MU_6rLK5pvJYG3d0Q	Ethan and Hila	3
UCXGdalibojXk9I6-462dFkA	ApprenticeEh	4
UC6FQpHKFEStlOw7eqOUTulg	KMA Therapy Toronto: Psychotherapists	1
UCpH3Eia7Qsncq-qmhltZ6uQ	PBSoffbook	9
UCr_2H8pPitVJ85bmpLwFUyQ	PBS Game/Show	2
UCq6OAftTQOuUBRdtUDq5SUA	PBS Digital Studios	25
UCt7fwAhXDy3oNFTAzF2o8Pw	theneedledrop	5
UCCODtTcd5M1JavPCOr_Uydg	Extra Credits	4
UCaKjk_zgE4v0UpWnlIC86yQ	Shanks FX	6
UC86BKGkw3Giit6yTAntInfQ	Sinvicta	1
UC0gQe6RljqpKt7_7hjNTCpQ	Jenna Ezarik	4
UC_emNizR6F0IYAu68pl3Y1Q	JoshSundquist	1
UCJ7ipPF4AXSM-4tmXjCCCHQ	Lizzie Velasquez	1
UCs3l6DsCu9ZOXkJkvskEsrQ	Nadeshot	4
UCvo9oZCTg_UaTQbhyXkXX3w	Matt and Rebecca	4
UCX-EPC5_NsFmRFkfzTFaP9Q	The Real Game Master	2
UC0ufW3qv1DDE8ucnwK6jvTA	PawZam Dogs	2
UCsk97458ImiY_C4Impj29rQ	Be Sheroic	1
UCAMKnXQz5AH9iohPsXB6_CQ	BlogilatesTV	2
UCKTgL5yfBJXIgRbhe4Qs1Mg	bubzbeauty	5
UCgWfS_47YPVbKx5EK4FLm4A	Jenn Im	20
UCjzof44RG883SW61XlkP-Pg	Guy Tang	2
UCRSfmNCRk58D-aL5vZdBLow	Wendy's Lookbook	3
UCWTD3EHR2SWV4D8WplDWFVg	LindseyTime	1
UCwgURKfUA7e0Z7_qE3TvBFQ	devinsupertramp	14
UC-RcLOfoJrFN8eDGPtVlrPw	Otto Knows	3
UCCnms8EieLvB6oNLXBgIGNQ	Eppic	7
UCmKurapML4BF9Bjtj4RbvXw	ThePianoGuys	6
UCbgqb0ODUGP0APcPGVxh-fg	RED Digital Cinema	1
UC2LgZ_4GzSFQS-3a87_Jc6w	Cute Girls Hairstyles	13
UCgITW_70LNZFkNna7VsXbuQ	Peter Hollens	8
UCCvCHN9DaKn8ON5VxDZmyhQ	Stuart Edge	4
UC-bHiUvc7-Ru9R8CMkIUlpg	muyskerm	6
UCOTiOsMISuYcYV7aV-4z-Rw	LordMinion777	16
UCw-eZRxz9hHRR6BxyjMjGFA	yamimash	8
UCAua9maY1vtNdBlYqnHRhwA	LixianTV	2
UC9CuvdOVfMPvKCiwdGKL3cQ	GameGrumps	19
UC0gEw6pgNkLkkzMwzX4UtHA	Egoraptor	16
UCs7yDP7KWrh0wd_4qbDP32g	Ninja Sex Party	9
UCsW0LA-ThH18OCrT9pa2zfQ	RubberNinja	12
UCYzPXprvl5Y-Sf0g4vX-m6g	jacksepticeye	16
UC9VX0KXNH20x9MCH3xGjisg	DOPE or NOPE	7
UCepq9z9ovYGxhNrvf6VMSjg	CinnamonToastKen	5
UCu2yrDg7wROzElRGoLQH82A	Cryaotic	13
UCrbSjN1_5U7hqFKRA0nvFXQ	Colleen Vlogs	2
UC1OFDlfdRb6ma1ZGZd07gWA	Miranda Sings	11
UCZ36iGS80c_eSHCUT43-PSg	Kandeeland	1
UCT8z80a4ESgO2Y4qajk-iXw	cutepolish	4
UCggUd2MwKX5MzL5XFcXJLtQ	Charisma Star	5
UCooQN8b9yPeNQgUFa9S5xew	Samantha Maria	7
UCnmaW_YVh9iJAFVOsLR7W2w	Camila Coelho	5
UCevNJDNNIKmG13YmTqLnZ-A	Ann Le	3
UCiXoZHFowJUlDVMuRFAwVAw	Madeyewlook	4
UCvthuVsurPaVz2a7_4LepGg	Family Fun Pack	16
UCpuSRwCaWi-VqTlYviNW3hQ	Juanpa Zurita	10
UCCqWrxHaMTPBsDUThxiBTJg	Merrell Twins Live	1
UCplkk3J5wrEl0TNrthHjq4Q	Kurt Hugo Schneider	7
UChoTvF02Cv74FF72OaJtTMA	Liza Koshy Too	1
UCo8_GzFxkXAYtwN0QabhJ8A	Jordan Reacts	4
UCXeEpbu7Ia6-KWZcteeeCSQ	Jordan Games	5
UCAJ41d46i6mcNAsvsWRc9hw	CaptainSparklez 2	4
UCn7MpX76Bou10j6IkgAcdjg	Jordan Maron	5
UCotZ-qisEJABEStw67UnWXw	Fortnite Cinema	4
UCHVvQgQd4JrIS_FOFbHOK0g	Maron Music	5
UCBdw4dLCLLHmTgAOnW4V0hQ	The Rock	2
UCoUM-UJ7rirJYP8CQ0EIaHA	Bruno Mars	3
UCQL5ABUvwY7YoW5lgMyAS_w	WheezyWaiter	10
UCFTfkdN3L4aLdryeADiSsIg	Adam Koralik	8
UCneuxGi0TQd66n1ZenHp7Yw	Kevin Lieber	3
UCNYP_JPYClobmWs3C-kosgg	mediocrefilms2	2
UCTj0u2mMzGiRJzsvLJZi7vg	YESHMIN!	2
UCtmlDuXL7Hxs_fF0zXlvgPw	KaamilAF	4
UCXN7NMwjjQpBHxzMwOPYzjQ	PES	1
UC0BNMeyXj5EtqrkIp6VpZFQ	SBN3	7
UC1XWplyK_jS8qlYToTYYXkw	Nikki Harris	4
UC9PivtU3L4FK5SpvKBXxeaQ	Aria Inthavong	1
UCTRM8LE1g6UXrVZKwgw5oEA	Kurtis Baute	2
UCNXvxXpDJXp-mZu3pFMzYHQ	Our Changing Climate	3
UClCQI_L-iS5UvO5BC1HDFtg	pwnageshow	3
UCYUQQgogVeQY8cMQamhHJcg	CinemaSins	8
UC1LDwjduqR-m-rZdPYNqiFA	Creactive Labs	1
UC1hkAIJnb2CSmm7SPJaPR-A	Dan Bull	7
UCxoyydbcA1KlIdbP0YlndjQ	Blipsqueek animations	1
UCAqp8ntmP6bBUzG-kiUZ3HQ	RadiCarl -	2
UCh4q6c_OHmA7MTEWlQR-g5Q	DidYouKnowFood	1
UCGB4yHg_Pg_CigeTxm_rygg	NormalBoots	6
UCeCFik7Bl4JeEKHveT1cR1A	DidYouKnowGaming? 2	1
UCOkL7q2SeGZeZuj22njMYEA	Caddicarus	16
UCdJdEguB1F1CiYe7OEi3SBg	JonTronShow	6
UCRBkeMoYX02w-0qVIKNkruw	PeanutButterGamer	19
UCCumvoB0vLv7tdEhX3o3_cg	WTS Dubs	3
UCWN49rf6HI1Zb5T-Mism74g	Continue?	16
UCjZDoohri6w_X8fzUr8gAYQ	Jimmy Whetzel	11
UC18ju52OET36bdewLRHzPdQ	brutalmoose	21
UCXV_RBIFNTulEdcuKkRZhBA	SpaceHamster	17
UCjb0MYm5NVLktN1b6GqQzOA	Balrog	12
UCHBXe3D3JT0pGY37_0C8G2w	yungtown	13
UC84X0epDRFdTrybxEX8ZWkA	Super Best Friends Play	7
UClarhNTgYk5wuztsunOx2Cw	The Pixel Kingdom	1
